Name,Ratings,Header,Date,Product_Details,Review,Helpful
Ravi Jain,5,Best in price.,31 March 2021,Pattern name: 4K Android SeriesSize name: 50 inches,"Delivered within time. Excellent picture quality, Sound is also good. Best in price.",2 people found this helpful
chaitanya,5,Working good after replacement,14 April 2021,Pattern name: 4K Android SeriesSize name: 65 inches,The first tv had issues.The replaced item has been working good.No prpblems till now.,13 people found this helpful
Anil Kumar,5,Good,14 June 2021,Pattern name: 4K Android SeriesSize name: 50 inches,Best qualityBest soundBest price,
Kalpana,5,Excellent  in budget,8 July 2021,Pattern name: 4K Android SeriesSize name: 65 inches,Over all good,
Amazon Customer,5,Best choice,18 July 2021,Pattern name: 4K Android SeriesSize name: 65 inches,Best choice,
Lav's,5,Value for money,16 May 2021,Pattern name: 4K Android SeriesSize name: 65 inches,Value for money 💰 very nice and happy,
Gautam Mittal,5,good,11 April 2021,Pattern name: 4K Android SeriesSize name: 55 inches,"just go for it, writing this after 7 days of use",
Arun Parmar,5,Value for money,28 May 2021,Pattern name: 4K Android SeriesSize name: 50 inches,"Picture quality is good, and sound is also good",One person found this helpful
Anuj Kanchan,5,Worth buying,26 June 2021,Pattern name: 4K Android SeriesSize name: 65 inches,Amazing productWorth buying,
Radhika Munagapati,5,Value for money,9 July 2021,Pattern name: 4K Android SeriesSize name: 55 inches,,
Navneet,2,Heating issue,22 August 2021,Pattern name: 4K Android SeriesSize name: 50 inches,Display colour Flickering... also Too much heating from rear side. Don't buy,
Pawan,5,❤️🔥 Jabarjast 🔥🔥,29 May 2021,Pattern name: 4K Android SeriesSize name: 65 inches,1 One Tv Quality Kya bolu mai Lajawab,
Rajesh Kumar,5,Very happy,6 July 2021,Pattern name: 4K Android SeriesSize name: 50 inches,Mind blowing purchase,
Nandalal Shinde ,5,Nice product,29 April 2021,Pattern name: 4K Android SeriesSize name: 50 inches,Nice TV Picture quality &Sound quality is very good.,
Balaji,1,Worst experience,30 August 2021,Pattern name: 4K Android SeriesSize name: 55 inches,"The worst ever experience with redmi tv. Ordered twice and bth time I have received the defected tv. Issue in screen as it is continuously flickering.Very bad from redmiAnd For AmazonI have returned the TV on 23rd Aug 2021 and I received the confirmation for that, but till today I haven't received my refund for 40k.I have reached customer.care.more than 4 times till today and there still there is no proper confirmation.",One person found this helpful
SUBBU POTTURI ,5,55 inch,24 June 2021,Pattern name: 4K Android SeriesSize name: 55 inches,Just go for it,
Midhun,2,Complaint,28 October 2021,Pattern name: 4K Android SeriesSize name: 55 inches,,
Amazon Customer,5,Best Tv,15 July 2021,Pattern name: 4K Android SeriesSize name: 50 inches,Picture Quality,
MANASH KUMAR DAS,1,for their bad policies,10 March 2022,Pattern name: 4K Android SeriesSize name: 43 inches,"To too bad TV to bad behaviour from Amazon ,now I have to keep a bad tv for my lifetime was services by Amazon this time",One person found this helpful
Rahul jain,5,Value for money,31 May 2021,Pattern name: 4K Android SeriesSize name: 55 inches,Issue with Wifi connectivity otherwise value for money.,One person found this helpful
jaya kriplani,5,Value for money,28 April 2021,Pattern name: 4K Android SeriesSize name: 55 inches,Awesome picture quality..go for it without a second thought,
Pritiranjan Biswal,1,After 15 days screen got black spot,31 May 2022,Pattern name: 4K Android SeriesSize name: 50 inches,,
Amrish,2,In this rate product is not good,27 April 2021,Pattern name: 4K Android SeriesSize name: 55 inches,"Big screen but typing letters too small, problem in operatingPicture quality is not so goodBrightness is poor according to mentionWhen raise the volume sound is krack and making uncomfortable sound for hearing",
Sujatha t,5,I like it,27 April 2021,Pattern name: 4K Android SeriesSize name: 65 inches,"It's awesome, enjoying like theatre, picture quality super,worth it,👌🎆",
Sathya sakthi,1,Very worst,10 May 2022,Pattern name: 2K Android SeriesSize name: 32 inches,Product inside display screen was damaged,
ROSHAN K.,5,Ok,25 July 2021,Pattern name: 4K Android SeriesSize name: 55 inches,Ok,
MANISH KUMAR,5,Excellent,22 July 2021,Pattern name: 4K Android SeriesSize name: 50 inches,,2 people found this helpful
sandeep,5,Good product,14 July 2021,Pattern name: 4K Android SeriesSize name: 65 inches,Sounds great,
T.SIVAKUMAR,5,Redmi 65 inch tv is overall good.,14 May 2021,Pattern name: 4K Android SeriesSize name: 65 inches,Picture quality is good. Sound quality is nice.,One person found this helpful
Kamal,5,My decision was right to buy this.,11 June 2021,Pattern name: 4K Android SeriesSize name: 50 inches,All features are good & best.,One person found this helpful
PARIMAL,5,Awesome,24 July 2021,Pattern name: 4K Android SeriesSize name: 50 inches,Excellent,
Jayesh Rajyaguru,5,Value for money 💰💰,22 June 2021,Pattern name: 4K Android SeriesSize name: 50 inches,Excellent product and service,
Anant kolte,5,Prize and picture quality,13 July 2021,Pattern name: 4K Android SeriesSize name: 50 inches,Very good,
soeb,5,Nice,13 July 2021,Pattern name: 4K Android SeriesSize name: 65 inches,Good quality,
Vikas prajapati,5,Excellent,2 July 2021,Pattern name: 4K Android SeriesSize name: 50 inches,Best experience ever,
MOHIT NAHATA,5,Don't Buy.,24 June 2021,Pattern name: 4K Android SeriesSize name: 50 inches,Sound quality is worst.,One person found this helpful
Shobhit Gupta,5,Redmi tv,4 May 2021,Pattern name: 4K Android SeriesSize name: 50 inches,Value for money product I really impressed .,
Ravi,2,Super,6 October 2021,Pattern name: 2K Android SeriesSize name: 43 inches,Super prodat,5 people found this helpful
Varun,5,Value for money,8 June 2021,Pattern name: 4K Android SeriesSize name: 55 inches,Superb TV at this price rate.,One person found this helpful
Chirag P.,5,"Excellent Product by REDMI, Fullfill by AMAZON 👍🏻",7 May 2021,Pattern name: 4K Android SeriesSize name: 50 inches,"Excellent Product by REDMI, Fullfill by AMAZON 👍🏻",One person found this helpful
dinesh tripathy,5,Good Quality,1 July 2021,Pattern name: 4K Android SeriesSize name: 50 inches,Very Good Quality,
rahul,1,Energy consumption rating not shown,12 May 2022,Pattern name: 2K Android SeriesSize name: 32 inches,Power consumption only one star.....,
NIKSHEP SM,5,Its just awesome ⚡👌🎉🎉,13 May 2021,Pattern name: 4K Android SeriesSize name: 65 inches,No words it's just awesomeGo for it,2 people found this helpful
Infant Kenneth,5,Very good product,21 June 2021,Pattern name: 4K Android SeriesSize name: 65 inches,Overall very good product.,
Dhanraj Bharatsinh Jadeja,5,Good product,12 April 2021,Pattern name: 4K Android SeriesSize name: 50 inches,Good picturing and velue for money bcz 2000 cashback 😁,One person found this helpful
sunny,1,unsatisfactory,14 December 2021,Pattern name: 2K Android SeriesSize name: 32 inches,the tv was Delivered 19 October and installation person came and installed the tv. what we expected of the smart tv was completely shattered coz there was software problem and the complain remains unresolved as of 14.12.2021. the customer support is very very slow and unsatisfying. want a replacement .,One person found this helpful
Arindam Biswas,5,Best product,30 March 2021,Pattern name: 4K Android SeriesSize name: 50 inches,Super productJust loved itYou can blindly go with this,One person found this helpful
Kedar,1,TV remote control is not working,4 May 2022,Pattern name: 2K Android SeriesSize name: 32 inches,TV remote control is not working,
sumit,5,Display wow,12 June 2021,Pattern name: 4K Android SeriesSize name: 50 inches,Brilliant picture quality... absolutely brilliant,One person found this helpful
ashu,5,Excellent 👌,12 June 2021,Pattern name: 4K Android SeriesSize name: 50 inches,Good quality in this price.,One person found this helpful
Manish kumar,5,Nice tv in Low-budget,29 June 2021,Pattern name: 4K Android SeriesSize name: 55 inches,Value for money,
Amit Navadiya,5,Best picture quality and Sound 🔊,3 April 2021,Pattern name: 4K Android SeriesSize name: 50 inches,Good quality product and Value for money at this affordable price,3 people found this helpful
shiv chand,1,Not able to connect the WiFi,20 November 2021,Pattern name: 2K Android SeriesSize name: 32 inches,"Everytime I have to manually connect the Wifi, and all of sudden it got disconnected while watching TV, it will connect again even i switch off and on it back.  For now the fix is I need to go to Setting > About > Restart TV the it connects again and disconnect any time",
sarasan R,5,Good,19 July 2021,Pattern name: 4K Android SeriesSize name: 65 inches,Good,
Namit,1,Very slow,27 March 2022,Pattern name: 2K Android SeriesSize name: 43 inches,Too slow in operation. If u have 4 hours to watch 2 hour movie then purchase,
Pinki Saha,5,Go for it blindly,20 August 2021,Pattern name: 4K Android SeriesSize name: 55 inches,,
shekhar kumar das,1,Worst service only good for mobile,25 April 2022,Pattern name: 4K Android SeriesSize name: 50 inches,Sound Quality is low and service for installation,One person found this helpful
Rajesh Deraniya,5,Very good,8 July 2021,Pattern name: 4K Android SeriesSize name: 55 inches,Very good,
Praveen Kumar A,5,Satisfied,27 June 2021,Pattern name: 4K Android SeriesSize name: 50 inches,Value for money,
Sagar Raut,5,Response Time,27 June 2021,Pattern name: 4K Android SeriesSize name: 50 inches,Good picture quality,
AMIT KUMAR PATHAK,5,Picture quality and operational speed is the usp,9 June 2021,Pattern name: 4K Android SeriesSize name: 50 inches,Value for moneyBest purchase,One person found this helpful
vikas,5,Best,24 September 2022,Pattern name: 2K Android SeriesSize name: 32 inches,"Best led in best price , happy with this product . You can buy it . Its amazingI m used 1 year",
Vanijay Ram Sharma,5,Good,7 July 2021,Pattern name: 4K Android SeriesSize name: 50 inches,V. Good,
Ashokkumar G.,5,Mind blowing,9 June 2021,Pattern name: 4K Android SeriesSize name: 50 inches,Fantastic product go for it,One person found this helpful
Amazon Customer,5,good price..best pic qwality,22 April 2021,Pattern name: 4K Android SeriesSize name: 65 inches,heavy sound good picture qwality best in price,
pranab chakrabarty,1,Sound problem.,16 May 2022,Pattern name: 2K Android SeriesSize name: 32 inches,Nothing to like.never buy.,
Amazon Customer,5,Very fine quality,20 April 2021,Pattern name: 4K Android SeriesSize name: 50 inches,All quality is very nice.full value of money,
Puneet Datta,5,50 inch go for it,26 April 2021,Pattern name: 4K Android SeriesSize name: 50 inches,"You can't find better 50"" TV in 31500.",One person found this helpful
sailathatalari,1,Quality,27 May 2022,Pattern name: 2K Android SeriesSize name: 32 inches,Worst product,
Kadire Ramu,5,Good picture,15 June 2021,Pattern name: 4K Android SeriesSize name: 50 inches,Good quality and picture,
G RAJESH,5,Super,16 July 2021,Pattern name: 4K Android SeriesSize name: 50 inches,Super,
Tanveer Lalani,1,Wrong Decision,19 January 2022,Pattern name: 4K Android SeriesSize name: 55 inches,"Within 15 days software issue and within 2 months Hardware issue, Screen is blackout have even given a complain but looks like Government company.. not a single call back and no commitment when will it get repaired...v v v bad",
Pb,5,Good,24 September 2022,Pattern name: 2K Android SeriesSize name: 32 inches,"Best for money , got it in deal offerSo felt like worth for moneyGo for it if you looking for one best product",
Yajuvendrasinh. B. Gohil,5,Love to watch 📺,17 April 2021,Pattern name: 4K Android SeriesSize name: 65 inches,"Best picture Collette, sounds good but improvements require",
Dr. Manoj Debdas,5,very good product,14 June 2021,Pattern name: 4K Android SeriesSize name: 50 inches,100% value for money,
Nilesh577,5,One of the best Redmi TV in 2021,26 April 2021,Pattern name: 4K Android SeriesSize name: 50 inches,Nice tv... Clearly and quality are good,
Nandan Patel,5,Display,28 April 2021,Pattern name: 4K Android SeriesSize name: 50 inches,Very good quality display result is awesome,
SAKET SHARMA,5,Best tv,14 May 2021,Pattern name: 4K Android SeriesSize name: 50 inches,Very nice tv go for it,One person found this helpful
Amit Bahl,5,Go for it value for money,11 May 2021,Pattern name: 4K Android SeriesSize name: 50 inches,Very good smart TV must buy,One person found this helpful
Amazon Customer,2,Dark lines running in the tv,5 August 2021,Pattern name: 4K Android SeriesSize name: 55 inches,Bought 2 months before and spotted dark lines running across the display,
keshava murthy ss,2,Panel problem,21 July 2021,Pattern name: 4K Android SeriesSize name: 50 inches,After 4 months using I face panel problems and it's not worth to this price,
Sumit Yadav,1,I got defective piece don't purchase from Amazon worst experience ever,5 February 2022,Pattern name: 4K Android SeriesSize name: 50 inches,"I got defective piece of this TV, this is my worst experience ever with Amazon don't purchase anything from amazon there service are too late responsive and they are not taking any action regarding my problem",
Hafijul Khan,1,Lagging issue - very slow - poor ram management,17 February 2022,Pattern name: 2K Android SeriesSize name: 43 inches,"Lagging issue - hard to operate, not smooth at all.Picture quality bellow average.Sound moderate - volume more than 30 quality very low.Do not suggest anyone to buy.",One person found this helpful
B Pandit,1,Worst Service by Redmi as well as Amazon,23 June 2021,Pattern name: 4K Android SeriesSize name: 50 inches,"Do not buy this product. If you are enjoying your life and want some tension then buy this product. I am sure Redmi spoil your enjoying life. Worst service from Redmi, He will not installed your TV, but he gave you ensurence for installation. Amazon is also helpless. I ordered on 7th June and received on 21st June. Isn't it miracle. And lastly, if you open the TV box you're warranty will void.I am regret to purchase this Chinese TV.",2 people found this helpful
Sahil bhandari,1,Tv auto restarting,25 March 2022,Pattern name: 2K Android SeriesSize name: 32 inches,"Led is nit working properly,  tv gets auto restart after few minutes of working",
Harkesh,5,Super,24 September 2022,Pattern name: 2K Android SeriesSize name: 32 inches,Bast rang medal pric value for many bast qultey remote control bast bast bast bast bast bast bast bast bast,
deepansu taneja,2,Not to buy,9 July 2021,Pattern name: 4K Android SeriesSize name: 50 inches,Audio is quite low . Also tv start hang after 1 month . Actions are getting delayed.,
Vairamudi M,5,Value for money,5 July 2021,Pattern name: 4K Android SeriesSize name: 65 inches,Simply superb…..,
Himanshu D.,1,MI box is better than this,21 January 2022,Pattern name: 2K Android SeriesSize name: 32 inches,I feel that I am having the 9mm the way its getting freezed. I have an awesome experience from MI box and thus gone for this tv after my previous tv stopped working however not a great deal. Go for better options.,One person found this helpful
Arunpandu,5,"Nice, Very good",22 April 2021,Pattern name: 4K Android SeriesSize name: 50 inches,It is best tv for middle class...,
Ayush,1,Mi is worst,23 March 2022,Pattern name: 4K Android SeriesSize name: 50 inches,Picture quality is not up to the mark over priced chinese products dont buy buy vu. rather,
Hiren Bhaliya,5,Redmj is a superb brand in the world,10 May 2021,Pattern name: 4K Android SeriesSize name: 50 inches,"Superb quality, full HD picture seeing",One person found this helpful
Aurag Gupta,1,Not good one … better go with sony,24 January 2022,Pattern name: 4K Android SeriesSize name: 50 inches,"picture quality bad, sound quality too bad, hanging issue if using multiple app, network issues,, in short better to go with some good brand … this tv is fine only for those who have cable connections not with smart internet",One person found this helpful
omprakas sharma,5,Nice product,1 July 2021,Pattern name: 4K Android SeriesSize name: 55 inches,Awesome product,
r.mv,5,Super,11 July 2021,Pattern name: 4K Android SeriesSize name: 50 inches,Super,
FIROZ KHAN,1,"Sound break like tv, you tube, blutooth speaker.",13 February 2022,Pattern name: 2K Android SeriesSize name: 32 inches,"Sound break like tv, you tube, blutooth speaker.Technical Assistance/ Engineer does not solve the issue.Don't waste your money.Again very bad experience with Amazon and Redmi also.",
Saravanan,5,Picture,20 April 2021,Pattern name: 4K Android SeriesSize name: 50 inches,Picture quality is super & competitive price,
DEEPAK SONI,5,Value for money,30 June 2021,Pattern name: 4K Android SeriesSize name: 50 inches,Beautiful tv,
bhuvanesh s.,1,Redmi 32+ 2K series,24 November 2021,Pattern name: 2K Android SeriesSize name: 32 inches,Please do not buy this TV.. it was a waste of money.. Bought the TV on Nov 3 and display is not working after 15 days.. tried reaching their customer care but no response for more than 1 week... If you cannot provide customer service then don't sell your products.. pathetic,2 people found this helpful
Amazon Customer,5,Very good,11 September 2021,Pattern name: 4K Android SeriesSize name: 50 inches,,
Wati,1,Screen damage in less than a month of purchase,15 August 2021,Pattern name: 4K Android SeriesSize name: 50 inches,"Just highly disappointed. The product is very delicate and cheaply made. We understand that under this rate there will be some compromised but hats off to the advertisement team for successfully marketing such a  piece of  crap product. Like, if you press the screen on the edges, it literally forms a gap.better to invest a few thousand and go for samsung or sony or established brand. Wish I could do that .",
Amazon Customer,1,बेकार,8 March 2022,Pattern name: 4K Android SeriesSize name: 65 inches,,2 people found this helpful
Gopikrishna,5,No remote given with tv and no pleg given for tv to connect...worst service,12 May 2021,Pattern name: 4K Android SeriesSize name: 50 inches,Worst service. Don't buy this product,2 people found this helpful
sumit chaudhary,5,Kkk,23 September 2022,Pattern name: 2K Android SeriesSize name: 32 inches,Excellent performance and overall excellent all functions Full Android app working good than others Full loaded overall fine all tv,
PINNAMSETTI A V PRASAD,1,Don't buy it.,7 February 2022,Pattern name: 2K Android SeriesSize name: 32 inches,In my 1st Order Blue tooth Not working and in replacement received used service centre piece. Amazon also not solved my problem. Amazon executives completely cheated me. Don't buy and Don't trust Amazon executives.,One person found this helpful
It&#39;s was very perfect,5,Rock,29 April 2021,Pattern name: 4K Android SeriesSize name: 65 inches,Worth for money and good quality,
Sheik Abdullah J,1,Kindly Consider my words before you buy,10 August 2021,Pattern name: 4K Android SeriesSize name: 50 inches,"I have purchased on 12th June 2021. After two months (7th Aug 2021) I have faced problem in display.  Problem is only colour shades appeared in screen (No video and Audio) Almost death.. I have raised complain many times still problem not resolved.. I have attached image for your reference.. Don't Waste Your Money.. Give extra 5000 and buy LG, Samsung and Sony.. Now I have wasted 30000 because of that 5000..",2 people found this helpful
PAMIDI VENKATESWARLU,1,Please refund at the earliest for the retuned product.,18 January 2022,Pattern name: 2K Android SeriesSize name: 32 inches,"Product returned as it was not in working condition and the technician visited would not rectify. Hence retuned. Looking for refund. No message so far about refund. How long it will take. If you advise, we will proceed legally to get refund.",
Amazon Customer,1,After 2 days use screen ran into problems,24 April 2021,Pattern name: 4K Android SeriesSize name: 50 inches,"Very worst experience with redmi tv qualityi was miss guided with YouTube reviewer videos about redmi tv, don't trust these paid YouTube reviewersthis is 2 days old tv and it is getting color patches and amazon customer care says there no return only replacement is therebut i have doubt replacement redmi tv also works or not",95 people found this helpful
deepu,1,Starting problem,4 April 2022,Pattern name: 2K Android SeriesSize name: 32 inches,For exchange this redmi LED not working is problem switch on,
AkshatBhagat,5,Nice tv speaker is also soo good,28 June 2021,Pattern name: 4K Android SeriesSize name: 50 inches,,
Kumar Shanu,1,Faulty Product delivered,8 November 2021,Pattern name: 4K Android SeriesSize name: 65 inches,The product had been delivered faulty. from 14th Oct I am struggling to get that replaced still no response from Amazon Customercare. They are making false promises on daily basis. No one is coming to pick the order. Not at all recommended to order from Amazon. This is the worst service and worst product.,One person found this helpful
Vikas,5,Awesome,31 March 2021,Pattern name: 4K Android SeriesSize name: 55 inches,Great Product... HARD TO OPERATE REMOTE IN DIM LIGHT,2 people found this helpful
Rabeek Raja,1,Defect product within 6 months,17 April 2022,Pattern name: 4K Android SeriesSize name: 55 inches,Defect product within 6 months. Service getting delay,
Vandana Garg,1,Very poor customer support,7 February 2022,Pattern name: 4K Android SeriesSize name: 50 inches,Mi installation person took 1700 rs for extra 1 year warranty and dont give any recept. Now even after 10 days we didn’t receive any extended warranty. Called customer support but they are unable to resolve.,2 people found this helpful
Amitanshu,1,Feeling cheated,12 January 2022,Pattern name: 4K Android SeriesSize name: 55 inches,Engineer has cheated us on the name of extended warrantee...please don't pay to them as they neither provided any reciept nor given any guarantee documents till date...i am chasing from last 3 months but no reply received....fake management by Shaomi,3 people found this helpful
A chennakesavulu,5,"Very good ,exlence",16 June 2021,Pattern name: 4K Android SeriesSize name: 65 inches,"Like the product,",
Dhiraj kumar,5,पिक्टर,26 June 2021,Pattern name: 4K Android SeriesSize name: 55 inches,अपने लिये,
Deepak Singh,1,Pictures are very blur_ lines,8 May 2022,Pattern name: 2K Android SeriesSize name: 32 inches,Photo quality very poor,
Neeraj pathak,1,Defective piece received,18 November 2021,Pattern name: 2K Android SeriesSize name: 43 inches,It's been ten days since I received this defective piece and nearly a week since the installation person lodged a replacement request. No communication received. Have complained to Amazon and have been told they would send a person to check. Sitting with a defective piece which serves no purpose. Worst experience ever.,
DEVENDRA VERMA,5,Good LEd,26 June 2021,Pattern name: 4K Android SeriesSize name: 65 inches,Very happy,
KC KRISHNA REDDY,5,Installation not done,4 April 2021,Pattern name: 4K Android SeriesSize name: 50 inches,Installation not done personally I arranged for installation by paying rs 1000,10 people found this helpful
vijay pandey,5,Very good TV,8 April 2021,Pattern name: 4K Android SeriesSize name: 55 inches,Picture quality and sound quality is good,
DK Joshi,1,no installation done at Rajgurunagar,10 February 2022,Pattern name: 2K Android SeriesSize name: 32 inches,since morning contacted customer care .only one link is send to fill up asking for product id which is nowhere mentioned. no cell no of mechanic coming for installation is given.,
Prashant,2,Average,18 August 2021,Pattern name: 4K Android SeriesSize name: 50 inches,Sound quality is not good. Nothing like UHD,
lakshmikantha ,5,Value for money,25 June 2021,Pattern name: 4K Android SeriesSize name: 65 inches,Nice visibility,
Narender Jit Singh,1,The software hangs multiple times.,6 February 2022,Pattern name: 2K Android SeriesSize name: 32 inches,,One person found this helpful
phani,1,Worst product,22 February 2022,Pattern name: 4K Android SeriesSize name: 55 inches,After using 6 months the Tv picture started to shake and the colour went down and picture backlit panel damaged.Worst product I have ever purchased from Amazon.,
Priya Bandhavi,5,Quality is super,22 May 2021,Pattern name: 4K Android SeriesSize name: 50 inches,"Good quality pictures, good sounds",
Arpit sahu,5,Best tv under 35000,18 April 2021,Pattern name: 4K Android SeriesSize name: 50 inches,Very best product in reasonable prices,
Karthik,2,"Picture quality is not upto the expectation, frame to frame clarity is poor",20 August 2021,Pattern name: 4K Android SeriesSize name: 50 inches,Picture quality is nt upto the level,
Venkatesh Vudatha,1,Not worthy. Worst experience.,7 October 2021,Pattern name: 4K Android SeriesSize name: 50 inches,Need to return/replace the item.TV is not working properly. Lot of issues from day 1.There is a lag in the video quality and it is getting stuck at most of the times.And audio is not audible sometimes for some channels/OTT/movies even after restarting the TV multiple times.Video clarity is very bad.Need refund or replacement ASAP.,
Mukesh Kumar,1,रेडमी स्मार्ट टीवी में खराबी आ जानें के करण वापसी करने हेतु!,15 January 2022,Pattern name: 2K Android SeriesSize name: 32 inches,बार बार बंद हो टीवी रही है और रिमोट भी काम नहीं करता हैं जब बोर्ड से पिलक कर द्वारा चालू करना पड़ता है 13/01/2022 से इस मैं खराबी आ गई है।  मैं कोई दूसरा टीवी लूंगा ।,
jaydeep,1,Ghanta kush acha nahi hain,11 May 2022,Pattern name: 2K Android SeriesSize name: 32 inches,,One person found this helpful
Rakesh,5,Pitcher quality superb,9 April 2021,Pattern name: 4K Android SeriesSize name: 65 inches,No words simply NEXT LEVEL 4K TV,One person found this helpful
M C MOULI,5,Good,20 May 2021,Pattern name: 4K Android SeriesSize name: 50 inches,Sound not to the expected,
Dibya Prasad jali,5,Pictures engine,5 June 2021,Pattern name: 4K Android SeriesSize name: 50 inches,It's good to buy,One person found this helpful
Mihir raval,1,Damaged product received,29 April 2022,Pattern name: 2K Android SeriesSize name: 32 inches,Received a damage product 😡😡😡,One person found this helpful
Ayub Pasha,1,Mi TV issue,23 June 2021,Pattern name: 4K Android SeriesSize name: 55 inches,"Green screen keeps flickers in middle of the screen for a fraction of a second, it happens multiple times while watching TV, unable to capture time duration and video as its intermittent...  and some sort of horizontal light waves keeps flowing from bottom to top... received replacement same issue on that as well, I am taking refund now never to buy MI TV again. Suggesting Amazon to stop selling this product as it has manufacturing defects",One person found this helpful
Abhishek k.,1,Avg quality.,9 April 2022,Pattern name: 4K Android SeriesSize name: 50 inches,Chinese product will remain Chinese....not happy. Quality is low,One person found this helpful
Aayush,5,Ek no 👍👍,14 April 2021,Pattern name: 4K Android SeriesSize name: 55 inches,Go for it blindly. Perfect 👍👌,
Tanmay pachauri,5,You purchase this now!!!!,8 April 2021,Pattern name: 4K Android SeriesSize name: 50 inches,This product is so amazing anad fantastic,One person found this helpful
Aravind,1,"Stand missing from the box, and lines on display",9 October 2021,Pattern name: 2K Android SeriesSize name: 32 inches,Update : defective displayOnly one stand in the box and had to call support many times as u can't just return from the app .They said to buy from near by store and they can refund it .But this takes all the excitement of Unboxing down.,35 people found this helpful
vignesh,5,Best purchase,11 June 2021,Pattern name: 4K Android SeriesSize name: 50 inches,Value for money,
KESHAV PRASAD VAIDYA,1,Very poor service from Amazon and Redmi,7 May 2021,Pattern name: 4K Android SeriesSize name: 50 inches,"Product delivered by Amazon but installation not done by Redmi.  Constantly calling Amazon Customer Service Center.  Lady name Shreya from CSC talks rudely & they just talk about their policy.  And I was told, I cant Opt out of buying from Amazon if I wish to.  It is more than 10 days without support.I checked other service provider, they are confirming to visit next day from the order but not Redmi",7 people found this helpful
Kumar,5,Must for every house nowadays,3 August 2021,Pattern name: 4K Android SeriesSize name: 65 inches,,
Jitu,5,ok,1 September 2021,Pattern name: 4K Android SeriesSize name: 50 inches,,
Dr. Mohit Lavania,1,Don't buy! Very poor service,20 February 2022,Pattern name: 4K Android SeriesSize name: 50 inches,It's a humble request to everyone to not to buy any TV from Redmi because their service is very bad right from installation to post sale service!,One person found this helpful
sridhar,1,Poor quality and display hanging and stuck,18 May 2022,Pattern name: 4K Android SeriesSize name: 50 inches,,
Aryan kumar,5,⭐️⭐️⭐️⭐️⭐️,13 June 2021,Pattern name: 4K Android SeriesSize name: 55 inches,Very good ⭐️⭐️⭐️⭐️⭐️,One person found this helpful
Srinivas B.,5,Good to buy,6 June 2021,Pattern name: 4K Android SeriesSize name: 50 inches,Super Quality..worth for money..,2 people found this helpful
Premananda Mohanty,2,Xiaomi service center is worst. Till yet the service person is not coming for installation. So sad,25 June 2021,Pattern name: 4K Android SeriesSize name: 50 inches,Xiaomi service center is worst. Till yet the service person is not coming for installation. So sad...,
Rajan,5,Ver good at this price,30 June 2021,Pattern name: 4K Android SeriesSize name: 50 inches,All,
naresh g.,1,Picture quality not good,12 April 2022,Pattern name: 2K Android SeriesSize name: 32 inches,With out Hd channel picture view not good,One person found this helpful
manohar chobe,5,Very good TV,1 April 2021,Pattern name: 4K Android SeriesSize name: 50 inches,Very nice TV clearity good buget tv,One person found this helpful
dobbala venukumar,5,Good,1 April 2021,Pattern name: 4K Android SeriesSize name: 50 inches,Good time to time delivery and installation,One person found this helpful
Sanjeev Shrivastava,1,"Poor LED panel quality, and Apps load very slow.",16 January 2022,Pattern name: 2K Android SeriesSize name: 32 inches,"Picture quality of LED is poor. Apps load very slow, specially like Disney. I suggest that buy a good TV like Mi Horizon edition or Sony or Realme etc.. I have requested for refund of my money.",
Mukesh Kumar,2,Feed back,8 August 2021,Pattern name: 4K Android SeriesSize name: 50 inches,Picture quality not goodFrequently hangNeed replacement,
Binesh Singh,1,Do not Purchase - Bad Service,20 February 2022,Pattern name: 2K Android SeriesSize name: 32 inches,"Remote Power button is not working, I have purchased MiTV 10 days back. And there is no direct help option to report this. I won't recommend.",
Hemant Verma,5,Smartness and best UI and AI,6 June 2021,Pattern name: 4K Android SeriesSize name: 50 inches,All things are best...,3 people found this helpful
Guguloth Madhu,1,Worst TV redmi 43inch,18 February 2022,Pattern name: 4K Android SeriesSize name: 43 inches,Worst TVThis is not 4k tv only SDRWorst Worst Worst picture quality compared through VU TVVary slowAmount wasteoverall this is overall,2 people found this helpful
Jv Shridhar,5,Best picture quality in it's class,11 June 2021,Pattern name: 4K Android SeriesSize name: 50 inches,Worth every penny,One person found this helpful
Navjeevan,5,Remarkable,4 May 2021,Pattern name: 4K Android SeriesSize name: 55 inches,Valuable product in this range,
Kannan,1,"Product is not working , even not gets on , we didn't expect this from amzon",2 March 2022,Pattern name: 2K Android SeriesSize name: 32 inches,"Product is not working , even not gets on , we didn't expect this from amzon PLZ kindly arrange replacements soon",
Prats,1,NOT GOOD AT ALL,25 February 2022,Pattern name: 4K Android SeriesSize name: 50 inches,"Tv gets blank/blur at starting time,not run for 1min.Please think about reviews of customers,and then do what you want to do",One person found this helpful
A reviewer ,5,good product,4 April 2021,Pattern name: 4K Android SeriesSize name: 65 inches,picture and sound quilty is very good,3 people found this helpful
Dave,1,Installation agency has been a nightmare,6 October 2021,Pattern name: 4K Android SeriesSize name: 50 inches,"The TV was delivered well on time. However, the installation agency keeps on ignoring the visit. After a time lapse of appointment, you get a message that the customer has requested for cancellation or rescheduling. One of their agent told me that they have heavy workload with low manpower.Amazon should reconsider this agency for free installation.",5 people found this helpful
Bharath Nandha,5,Good,27 June 2021,Pattern name: 4K Android SeriesSize name: 50 inches,Good,
